doc_id,AllDocuments,QuestionAnswerStringsV2,FullyStructured,ExamStringsV2,ExamplesStrings,ExamplesStringsV2,ListPrefixV2,ExamplesMinimalEmbed,ExamplesSynonymsEmbed,ExamplesDiverseEmbed,preview
88,True,False,False,False,False,False,False,False,False,False,Did you know Snappy Photobooths is a proud preferred supplier for Icebergs in Bondi Beach?What a to
89,True,False,False,False,False,False,False,False,False,True,Welcome to Boston Mamas Rock! – where we’re giving a voice to fabulous local mamas from all walks of
90,True,False,False,False,False,False,False,False,False,False,"MIDDLETOWN, NJ - The Middletown Township Public Library and the Township of Middletown are pleased t"
91,True,False,False,False,False,False,False,False,False,True,ATPases belong to the class of acid anhydride hydrolases. The most common ATPases (24 proteins) cont
92,True,False,False,False,False,False,False,False,False,False,Our Palladium Tank Plating Kit – 1 Litre is a great option for re-plating white gold jewellery. The 
93,True,False,False,False,False,False,False,False,False,False,Star Wars fans were introduced to Chris Pirillo when he hilariously debuted the Hasbro Millennium Fa
94,True,False,False,False,False,False,False,False,False,False,"Here at Bathroom Make Over Authority, we'll be ready to satisfy your needs regarding Bathroom Makeov"
95,True,False,False,False,False,False,False,False,False,False,Win Your Next Account Director Role in the United Kingdom - Upgrade your CV today!Are You Looking f
96,True,False,False,False,False,False,False,False,False,False,Cheapest Reseller Hosting in Myanmar from Hostdata is an Ideal way to begin your own Web Hosting Bra
97,True,False,False,False,False,False,False,False,False,False,which relied too heavily on clichés and juvenile humor as characters had to explain everything inste
98,True,False,False,False,False,False,False,False,False,True,There is a lot of discussion right now about stress reduction. Today we see an increased work load o
99,True,False,False,False,False,False,False,False,False,False,this document is designed to provide an inexperienced user with an introduction to the use of strain
100,True,False,False,False,False,False,False,False,False,False,Or change column headers from letters to numbers. Old school spreadsheets used numbers for rows and 
101,True,False,False,False,False,False,False,False,False,False,Yet another fix for <tags>.Added <examples> tag (thanks to Jim for the tip).spiffy-request-vars: m
102,True,False,False,False,False,False,False,False,False,False,"If you only focus on the graphics design of your web site and nothing else, you may have a beautiful"
103,True,False,False,False,False,False,False,False,False,False,"Justice, Peace and Integrity of Creation in Solidarity with those who are most vulnerable.“Journeyi"
104,True,False,False,False,False,False,False,False,False,False,"Learn how to battle and defeat the secret boss in Kingdom Hearts 3 (KH3) - Dark Inferno, including i"
105,True,False,False,False,False,False,False,False,False,False,"Ready for some pancakes with abs and cheesy thyme?Prep your cauliflower, spring onion, and thyme by"
106,True,False,False,False,False,False,False,False,False,False,"We are Dawlish Coasters. A friendly, inclusive running club with mixed ability runners.We run toget"
107,True,False,False,False,False,False,False,False,False,False,"Created to purge your skin of any blemishes and acne, this Purifying Mask is highly concentrated in "
108,True,False,False,False,False,False,False,False,False,False,This beautiful Lambswool herringbone poncho is perfect for adding instant glamour to any outfit. The
109,True,False,False,False,False,False,False,False,False,False,I have been living and working in Médecins Sans Frontières’ hospital since the clashes began in Marc
110,True,False,False,False,False,False,False,False,False,False,"Lunge, leap, and lift in all-new 360 stretch performance fabric. This hybrid of underwear and leggin"
111,True,False,False,False,False,False,False,False,False,False,"Stuart is the CTO and Co-founder of You.i TV, and the creator of the technology on which the company"
112,True,False,False,False,False,False,False,False,False,False,"FREDERICTON– Nearly 7,000 immigrants entered the province’s workforce between 2011 and 2016, contrib"
113,True,False,False,False,False,False,False,False,False,True,Download a standard PAGB booking form.In recent years there has been a tendency for clubs to deviat
114,True,False,False,False,False,False,False,False,False,True,Very Long Post Ahead. Here it is - that time again. This End of the Year Survey hosted by The Perpet
115,True,False,False,False,False,False,False,False,False,False,Daniel has been an active member of the Central Alberta Photographic Society for the past five years
116,True,False,False,False,False,False,False,False,False,True,"Homepage › Member › Iron Man.Hi! I'm Hina! I'm hoping to be a fantasy writer one day, but I find my"
117,True,False,False,False,False,False,False,False,False,False,"[Weekly 4koma] Can you see the crazy? Original character, Yuukin!It may not be February, but love i"
118,True,False,False,False,False,False,False,False,False,True,"Today’s blogger is Amy Norton, our behind-the-scenes editor. If word choice were an Olympic sport, s"
119,True,False,False,False,False,False,False,False,False,False,Browse our collection of handpicked valentine quotes for mom here. Send the best valentine quotes fo
120,True,False,False,False,False,False,False,False,False,False,The massage controller runs the shoes and pads. The device comes with 12 different massage modes/sti
121,True,False,False,False,False,False,False,False,False,True,Southbank Centre is a world-famous arts centre on the South Bank of the Thames. Created in 1951 for 
122,True,False,False,False,False,False,False,False,False,False,"I always loved those bubble topped cars of the 60's, well here is a bubble top of the 90's with a fe"
123,True,False,False,False,False,False,False,False,False,False,Military architectural designs are often overlooked in vernacular architecture due to the widespread
124,True,False,False,False,False,False,False,False,False,False,"RIDGEFIELD PARK, N.J. – June 1, 2015 – Samsung Electronics America, Inc., Universal Pictures and Bes"
125,True,False,False,False,False,False,False,False,False,False,"Whether it be about your nutrition, hydration, preparation or challenging physical boundaries….never"
126,True,False,False,False,False,False,False,False,False,True,was 157x220 pixels. To look for some pictures by collection are on below this picture. Find the othe
127,True,False,False,False,False,False,False,False,False,False,"Next message: Beman Dawes: ""Version 1.18.1 posted on web site""Previous message: jsiek_at_[hidden]: "
128,True,False,False,False,False,False,False,False,False,False,We aim to bring the Good News of Jesus Christ to the people of Fryerning. By providing opportunities
129,True,False,False,False,False,False,False,False,False,True,These badges represent a set of personalities useful in the field of services nearby. Thank to your 
130,True,False,False,False,False,False,False,False,False,False,"Founded in 2008 by Lawrence Bartlett, Crane Corporation specialises in mobile crane hire, specialise"
131,True,False,False,False,False,False,False,False,False,False,"Founded in 2010, TICA’S has grown from its humble beginnings as a small family business into a marke"
132,True,False,False,False,False,False,False,False,False,False,Hurricane Michael made landfall Wednesday as the most powerful storm to hit the US in decades. As we
133,True,False,False,False,False,False,False,False,False,False,The specificity of the group is the use of high-performing time-resolved spectroscopy. DNA and its c
134,True,False,False,False,False,False,False,False,False,False,Three units on this property for a total of 5 bedrooms and 4 baths. This could be a large family com
135,True,False,False,False,False,False,False,False,False,True,Learning at the Speed of Business (Part 3): All Hail the Queen!In part one of this blog series I wr
136,True,False,False,False,False,False,False,False,False,False,This gold two tone cufflink set can be personalized with names and dates or monogrammed with initial
137,True,False,False,False,False,False,False,False,False,False,"Yes! That's it. When digital values are specified in the palette, you can quickly scroll through and"
138,True,False,False,False,False,False,False,False,False,True,"All materials displayed or otherwise accessible through the Web site, including, without limitation,"
139,True,False,False,False,False,False,False,False,False,False,"While you cannot accurately predict everyone who may present a risk of workplace violence, perhaps y"
140,True,False,False,False,False,False,False,False,False,False,"BOSTON -- A disastrous 8th inning handed the Cubs a 6-2 loss to the Boston Red Sox on Sunday night, "
141,True,False,False,False,False,False,False,False,False,False,New Study suggests doctors do more cesarean sections because of money. Read abstract here.In all th
142,True,False,False,False,False,False,False,False,False,False,Benjamin Badger is two years old going on three. He does not believe he needs to take a nap anymore.
143,True,False,False,False,False,False,False,False,False,False,"Warning: prices, links and product specifications for Lexmark C930H2CG are submitted by our listed s"
144,True,False,False,False,False,False,False,False,False,False,"Capital Services has launched a brand new, community discount card program we proudly call the Capit"
145,True,False,False,False,False,False,False,False,False,False,Car rentals from Enterprise in Jesolo Lido were reviewed by 250+ customers with a rating of 7.5/10. 
146,True,False,False,False,False,True,False,False,False,True,"Oh boy, it’s finally here! After years of waiting and having to endure those horrible prequels, the "
147,True,False,False,False,False,False,False,False,False,True,For you rabid drum corps fans out there who are already feeling the heat of summer and looking to ge
148,True,False,False,False,False,False,False,False,False,False,Surveying services from Woodford & Co.To Chris & everyone at Woodford & Co. Thank you for selling t
149,True,False,False,False,False,False,False,False,False,False,Check out Designsource Ltd in Auckland City. We have served customers across Auckland Region for mor
150,True,False,False,False,False,False,False,False,False,False,"Members of your family have already met with staff of Bet-Olam Jewish Funerals. However, it might be"
151,True,False,False,False,False,False,False,False,False,False,"Product information ""Chiba Gel glove dark grey""Get ready for the tour with the fingerless Chiba Gel"
152,True,False,False,False,False,False,False,False,False,False,"At an Ethnicity and Health Research conference in Edinburgh in November 2012, NRS’s Vital Events Sta"
153,True,False,False,False,False,False,False,False,False,True,"In order to acquire Rockton Side Chair (Set of 2) By Laurel Foundry Modern Farmhouse , try to find g"
154,True,False,False,False,False,False,False,False,False,False,"Most dog owners have seen their dog eat grass, or heard the advice that it’s because they’re unwell,"
155,True,False,False,False,False,False,False,False,False,False,"Jimmy Humble cues CDs for his Saturday Morning show called Humble Pie. He plays American roots, folk"
156,True,False,False,False,False,False,False,False,False,False,You too can live in Bramblebury!At the moment there are no houses for sale in Bramblebury.To apply
157,True,False,False,False,False,False,False,False,False,False,An eagerly awaited report from the World Health Organization (WHO) states that processed meats such 
158,True,False,False,False,False,False,False,False,False,True,What does carnival cruise provide in their kosher meal for shabbos?where does one light candles?ha
159,True,False,False,False,False,False,False,False,False,False,"Home>Music> Janet Jackson & Daddy Yankee Perform ""Made For Now"" On ""Tonight Show""Janet Jackson cont"
160,True,False,False,False,False,False,False,False,False,False,The golf practice putting mat is made from rubber material to ensure the product quality is durable.
161,True,False,False,False,False,False,False,False,False,False,1. Professionals have the right tools to get the job done.and produce much better results.3. Some 
162,True,False,False,False,False,False,False,False,False,False,"The Shirley Shaker Village, in Massachusetts, was founded in 1793 after a land donation from four be"
163,True,False,False,False,False,False,False,False,False,False,The human eye has been called the most complex organ in our body. It's amazing that something so sma
164,True,False,False,False,False,False,False,False,False,False,Find Matt’s Gelato at Movie Night at “LeBauer Park Beautiful Night!Come catch Matt’s Gelato at Movi
165,True,False,False,False,False,False,False,False,False,False,"Charlotte based Style Blogger. Wife to Shane. Lover of fitness, travel, a good Cosmopolitan, and my "
166,True,False,False,False,False,False,False,False,False,False,"Stone Crusher In South Africa - AlibabaStone Crusher In South Africa, Wholesale Various High Quality"
167,True,False,False,False,False,False,False,False,False,False,"Sorry, there are no articles that match your selected criteria. Please try again. Sorry, there is a "
168,True,False,False,False,False,False,False,False,False,False,"January 5 - Felix Manz, co-founder of the Swiss Anabaptists, was drowned in the Limmat River in Zuri"
169,True,False,False,False,False,False,False,False,False,False,Hey Bambino Lovers! Feel cheated by the fact that only the Bambino Deluxe guys get to choose from th
170,True,False,False,False,False,False,False,False,False,False,"Existence Unknown is an entertainment and independent game company based in Hoogezand, the Netherlan"
171,True,False,False,False,False,False,False,False,False,False,How much is 50 Zambian kwacha in us dollars?How do you tell if a Zambia Fifty Kwacha is real or fak
172,True,False,False,False,False,False,False,False,False,False,I help software companies turn their audience from visitors to customers by creating and delivering 
173,True,False,False,False,False,False,False,False,False,False,Compact Camping Concepts’s No Weld Trailer Rack Brackets now allow folks with basic DIY skills and t
174,True,False,False,False,False,False,False,False,False,False,Dental labs today face constant changes in technology and increasing overseas competition. CAD/CAM t
175,True,False,False,False,False,False,False,False,False,False,"Take to the streets for intense close quarters combat, where a team’s survival depends upon securing"
176,True,False,False,False,False,False,False,False,False,False,We may have inacurrate auto service business data. If you are an auto service business member of Adv
177,True,False,False,False,False,False,False,False,False,True,A hammertoe is a toe that is bent because of a muscle imbalance around the toe joints. The imbalance
178,True,False,False,False,False,False,False,False,False,False,Looking for desserts to feed a crowd? Allrecipes has more than 270 trusted recipes complete with rat
179,True,False,False,False,False,False,False,False,False,False,"Stemming from a San Diego dog bite injury case that occurred on June 18, 2011, Alba Corenlio and Car"
180,True,False,False,False,False,False,False,False,False,True,Bloodwise has been announced as the Official Charity of two brand new city-based marathons - the Sti
181,True,False,False,False,False,False,False,False,False,False,"Paul has years of experience too as a solo singer, honing his craft throughout the provinces of Cana"
182,True,False,False,False,False,False,False,False,False,False,The U.S. Supreme Court Just handed down a 7-2 decision in favor of the baker in Masterpiece Cakeshop
183,True,False,False,False,False,False,False,False,False,False,"That was 8:11 p.m. local time in London. Citations.""MailOnline.com homepage at April 18, 2017, 7:11"
184,True,False,False,False,False,False,False,False,False,False,The perfect equipment solution to fulfilling a contract or project without a large financial purchas
185,True,False,False,False,False,False,False,False,False,False,"Professional pictures are sure to be special keepsakes. Thus, one of the things in my to-do-list whi"
186,True,False,False,False,False,False,False,False,False,False,"We believe that you can’t do life alone, and that’s what Lifegroups are all about!Lifegroups are at"
187,True,False,False,False,False,False,False,False,False,False,Action research questionnaire has an interesting objective as it tries to gather information from th
188,True,False,False,False,False,False,False,False,False,False,The five-reel and twenty-payline free online casino slot will fulfill your wish of STAY WITH US FOR 
189,True,False,False,False,False,False,False,False,False,False,"A little bit ago, Tyler vouched this month’s issue of The Collagist, which sports an excerpt of Ther"
190,True,False,False,False,False,False,False,False,False,False,"The recession has officially come to an end in France, Germany, and more generally in Europe. But fo"
191,True,False,False,False,False,False,False,False,False,False,Check out the Read An Ebook Week promotion at Smashwords.com. From March 4th through the 10th you ca
192,True,False,False,False,False,False,False,False,False,False,"Most Czechs believe that keeping the Czech crown is better for the country than adopting the euro, a"
193,True,False,False,False,False,False,False,False,False,True,"For those who haven’t seen it before, Microsoft Surface is a sort of digital coffee table; it’s got "
194,True,False,False,False,False,False,False,False,False,False,Jules Boutique in downtown Goshen (130 S. Main St.) is donating proceeds from its upcoming Holiday F
195,True,False,False,False,False,False,False,False,False,False,Situations Vacant at Prime Minister's Office Board of Investment (BOI) in Islamabad Cities.Prime Mi
196,True,False,False,False,False,False,False,False,False,False,"When older adults experience a sudden change in their mental or behavioral health, those who care fo"
197,True,False,False,False,False,False,False,False,False,True,"Hello there, I’ve been asked to do a little typing while the office is empty. Everyone has arrived i"
198,True,False,False,False,False,False,False,False,False,False,"Staff Sergeant Millard Dewitt Adams, 22, of Science Hill, Pulaski County, Kentucky was killed in com"
199,True,False,False,False,False,False,False,False,False,False,"I think in glacial terms. As a longtime student of history, I tend to take a very long view of ""curr"
200,True,False,False,False,False,True,False,False,False,True,The evolution of money has gone from physical phase to digital stage. Skipjack announces the birth o
201,True,False,False,False,False,False,False,False,False,False,"Ellie always talks to me whenever we cross paths in the house and when we’re on walks, but lately I’"
202,True,False,False,False,False,False,False,False,False,True,"Teck Resources Limited (TSX: TCK.A and TCK.B, NYSE: TCK) reported record annual profit attributable "
203,True,False,False,False,False,False,False,False,False,False,Viewing personals from people living in (x)New York.A 24 year old Male is seeking a Male for Kink.
204,True,False,False,False,False,False,False,False,False,False,"Our new casual chair provides comfortable seating in a modern, compact design. Upholstered in polyur"
205,True,False,False,False,False,False,False,False,False,False,“Thanks for sending essentially everything to china for cheap labor to profit a little more.“Pretty
206,True,False,False,False,False,False,False,False,False,False,The Adonis Super Cigarette Holder with Cleanable Filter and Case is the perfect accessory set that i
207,True,False,False,False,False,False,True,False,False,False,"""... Still occupied... but... the URG is now UPDATED!!!!!!! YEAAAAHHHHHH!!!!!.... Why Am I celebrati"
208,True,False,False,False,False,False,False,False,False,False,Cognizance; mental awareness; knowledge of what passes in one's one mind.Conscience; awareness of g
209,True,False,False,False,False,False,False,False,False,False,"Are You Bone to Craft?The Skull Craft Social is turning five, and this time we're headed to La Boca"
210,True,False,False,False,False,False,False,False,False,True,Congratulations and thanks to Maen for his hard work over the past year. The fruit of his labor (his
211,True,False,False,False,False,False,False,False,False,False,Industrial-chic IceTray Direct delivers new levels of lighting quality from a direct luminaire.Avai
212,True,False,False,False,False,False,False,False,False,False,"Emerson College conducted a survey of 800 North Carolina likely voters between Aug 27 and Aug 29, 20"
213,True,False,False,False,False,False,False,False,False,False,"Studio 206, founded in 2012 by Sylke Rene Meyer, Kathleen Gallego Zapata, and Christof Duero, is an "
214,True,False,False,False,False,False,False,False,False,False,"So, I made the mistake of allowing one dcm bring her kids for 4 days back in May until she got her c"
215,True,False,False,False,False,False,False,False,False,False,"Wondering how you can stay up-to-date on all things #TheACSWay? Go to the app store to find a new, e"
216,True,False,False,False,False,False,False,False,False,False,"When Charlie can't take care of him, Bailey takes Owen on a camping trip and it turns out to be a to"
217,True,False,False,False,False,False,False,False,False,False,"Oct. 4, 2016, 8:19 a.m.The Ghanaian architect who designed the National Museum of African American "
218,True,True,False,False,False,False,False,False,False,True,"Top Avana tablet contains Avanafil 50 mg and Dapoxetine 30 mg. Still experienced depression, lotensi"
219,True,False,False,False,False,False,False,False,False,True,"When private funding for the annual Incline Village fireworks display dried up in 2006, a group of c"
220,True,False,False,False,False,False,False,False,False,False,Brunswick Road will be closed ¾ mile north of the Loosahatchie River Bridge.Northbound Brunswick wi
221,True,False,False,False,False,False,False,False,False,False,Iseult \i-seu-lt\ as a girl's name is a variant of Isolde. See for origin and meaning of Iseult.The
222,True,False,False,False,False,False,False,False,False,False,"Franklin KJ. 1975. Comments on Proto-Engan. In SA Wurm, Ed. New Guinea Area Languages and Language S"
223,True,False,False,False,False,False,False,False,False,False,"Chuck E. Weiss: When the Gig Ended, His New Career Began. By Marc Weingarten : Articles, reviews and"
224,True,False,False,False,False,False,False,False,False,True,"Ideas matter. If I didn’t think that, I wouldn’t have chosen an occupation that involves the discuss"
225,True,False,False,False,False,False,False,False,False,False,Bill’s track of the week is taken from Bill’s solo album Back To Basics – and is the aptly titled ‘N
